,Ciudad,genero,edad,SensaciónVisual,SensaciónVisualNormalizada,PreferenciaVisual,PreferenciaVisualNormalizado,SensaciónTérmica,SensaciónTérmicaNormalizada,PreferenciaTérmica,PreferenciaTérmicaNormalizado,EV_media,Rango_EV_media,TEMP,HUMEDAD
629,Manizales,F,21.0,0.0,1.0,0.0,1.0,-2.0,0.33,2.0,0.33,154.0,2.0,21.9,71.4
630,Manizales,F,21.0,0.0,1.0,0.0,1.0,-2.0,0.33,2.0,0.33,190.0,2.0,21.9,70.0
631,Manizales,F,21.0,-1.0,0.5,1.0,0.5,-2.0,0.33,2.0,0.33,245.0,2.0,21.9,69.7
632,Manizales,F,22.0,-1.0,0.5,2.0,0.0,-1.0,0.67,0.0,1.0,22.0,1.0,21.2,72.3
633,Manizales,F,22.0,-1.0,0.5,2.0,0.0,-2.0,0.33,1.0,0.67,22.0,1.0,21.7,72.0
634,Manizales,F,22.0,0.0,1.0,2.0,0.0,-1.0,0.67,0.0,1.0,22.0,1.0,21.9,71.4
635,Manizales,F,22.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,0.67,22.0,1.0,21.9,70.0
636,Manizales,F,22.0,-1.0,0.5,2.0,0.0,-1.0,0.67,1.0,0.67,22.0,1.0,21.9,69.7
637,Manizales,F,21.0,-1.0,0.5,2.0,0.0,-2.0,0.33,0.0,1.0,37.0,1.0,21.2,72.3
638,Manizales,F,21.0,-1.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,23.0,1.0,21.7,72.0
639,Manizales,F,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,28.0,1.0,21.9,71.4
640,Manizales,F,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,1.0,21.9,70.0
641,Manizales,F,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,60.0,1.0,21.9,69.7
642,Manizales,M,20.0,0.0,1.0,0.0,1.0,-2.0,0.33,2.0,0.33,116.0,2.0,21.2,72.3
643,Manizales,M,20.0,0.0,1.0,1.0,0.5,-2.0,0.33,2.0,0.33,110.0,2.0,21.7,72.0
644,Manizales,M,20.0,0.0,1.0,1.0,0.5,-1.0,0.67,1.0,0.67,140.0,2.0,21.9,71.4
645,Manizales,M,20.0,-1.0,0.5,1.0,0.5,-1.0,0.67,1.0,0.67,170.0,2.0,21.9,70.0
646,Manizales,M,20.0,-1.0,0.5,1.0,0.5,-2.0,0.33,1.0,0.67,217.0,2.0,21.9,69.7
647,Manizales,F,23.0,0.0,1.0,1.0,0.5,-1.0,0.67,1.0,0.67,54.0,1.0,21.2,72.3
648,Manizales,F,23.0,0.0,1.0,1.0,0.5,-1.0,0.67,1.0,0.67,54.0,1.0,21.7,72.0
649,Manizales,F,23.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,0.67,54.0,1.0,21.9,70.0
650,Manizales,F,23.0,0.0,1.0,1.0,0.5,-1.0,0.67,1.0,0.67,54.0,1.0,21.9,69.7
651,Manizales,M,22.0,0.0,1.0,1.0,0.5,-1.0,0.67,1.0,0.67,36.0,1.0,21.2,72.3
652,Manizales,M,22.0,-1.0,0.5,1.0,0.5,-1.0,0.67,2.0,0.33,36.0,1.0,21.7,72.0
653,Manizales,M,22.0,-1.0,0.5,1.0,0.5,-1.0,0.67,2.0,0.33,42.0,1.0,21.9,71.4
654,Manizales,M,22.0,-1.0,0.5,1.0,0.5,-2.0,0.33,2.0,0.33,56.0,1.0,21.9,70.0
655,Manizales,M,22.0,-1.0,0.5,2.0,0.0,-2.0,0.33,2.0,0.33,63.0,1.0,21.9,69.7
656,Manizales,F,22.0,-1.0,0.5,2.0,0.0,0.0,1.0,1.0,0.67,-47.0,1.0,21.2,72.3
657,Manizales,F,22.0,-1.0,0.5,2.0,0.0,-2.0,0.33,2.0,0.33,-62.0,1.0,21.7,72.0
658,Manizales,F,22.0,-1.0,0.5,2.0,0.0,-2.0,0.33,2.0,0.33,-47.0,1.0,21.9,70.0
659,Manizales,F,22.0,-1.0,0.5,2.0,0.0,-2.0,0.33,2.0,0.33,-47.0,1.0,21.9,69.7
660,Manizales,F,24.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,-72.0,1.0,21.2,72.3
661,Manizales,F,24.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,-72.0,1.0,21.7,72.0
662,Manizales,F,24.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,-72.0,1.0,21.9,71.4
663,Manizales,F,24.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,-72.0,1.0,21.9,70.0
664,Manizales,F,24.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,-72.0,1.0,21.9,69.7
665,Manizales,F,2.0,-1.0,0.5,1.0,0.5,-1.0,0.67,1.0,0.67,-49.0,1.0,21.2,72.3
666,Manizales,F,2.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,-63.0,1.0,21.7,72.0
667,Manizales,F,2.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,-63.0,1.0,21.9,71.4
668,Manizales,F,2.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,-42.0,1.0,21.9,70.0
669,Manizales,F,2.0,0.0,1.0,1.0,0.5,-1.0,0.67,1.0,0.67,-42.0,1.0,21.9,69.7
670,Manizales,F,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,241.0,2.0,21.7,65.9
671,Manizales,F,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,234.0,2.0,22.2,64.6
672,Manizales,F,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,234.0,2.0,22.6,62.4
673,Manizales,F,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,179.0,2.0,23.0,61.3
674,Manizales,F,28.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,226.0,2.0,21.7,65.9
675,Manizales,F,28.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,226.0,2.0,22.2,64.6
676,Manizales,F,28.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,218.0,2.0,22.6,62.4
677,Manizales,F,28.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,177.0,2.0,23.0,61.3
678,Manizales,F,20.0,0.0,1.0,1.0,0.5,-1.0,0.67,0.0,1.0,188.0,2.0,21.7,65.9
679,Manizales,F,20.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,192.0,2.0,22.2,64.6
680,Manizales,F,20.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,179.0,2.0,22.6,62.4
681,Manizales,F,20.0,0.0,1.0,1.0,0.5,-1.0,0.67,0.0,1.0,142.0,2.0,23.0,61.3
682,Manizales,F,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1320.0,5.0,22.2,64.6
683,Manizales,F,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1302.0,5.0,22.6,62.4
684,Manizales,F,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1096.0,5.0,23.0,61.3
685,Manizales,M,23.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,541.0,4.0,21.7,65.9
686,Manizales,M,23.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,526.0,4.0,22.2,64.6
687,Manizales,M,23.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,485.0,3.0,22.6,62.4
688,Manizales,M,23.0,1.0,0.5,1.0,0.5,-1.0,0.67,1.0,0.67,418.0,3.0,23.0,61.3
689,Manizales,M,23.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,295.0,2.0,21.7,65.9
690,Manizales,M,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,289.0,2.0,22.2,64.6
691,Manizales,M,23.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,269.0,2.0,22.6,62.4
692,Manizales,M,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,223.0,2.0,23.0,61.3
693,Manizales,F,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,82.0,1.0,21.7,65.9
694,Manizales,F,21.0,-1.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,75.0,1.0,22.2,64.6
695,Manizales,F,21.0,-1.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,75.0,1.0,22.6,62.4
696,Manizales,F,21.0,-1.0,0.5,2.0,0.0,-1.0,0.67,1.0,0.67,51.0,1.0,23.0,61.3
697,Manizales,F,21.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,126.0,2.0,21.7,65.9
698,Manizales,F,21.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,126.0,2.0,22.2,64.6
699,Manizales,F,21.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,112.0,2.0,22.6,62.4
700,Manizales,F,21.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,91.0,1.0,23.0,61.3
701,Manizales,M,19.0,1.0,0.5,0.0,1.0,1.0,0.67,-1.0,0.67,1234.0,5.0,23.2,63.9
702,Manizales,M,19.0,1.0,0.5,0.0,1.0,1.0,0.67,-1.0,0.67,1012.0,5.0,24.1,62.3
703,Manizales,M,19.0,0.0,1.0,1.0,0.5,1.0,0.67,-2.0,0.33,79.0,1.0,24.5,60.0
704,Manizales,M,19.0,0.0,1.0,1.0,0.5,1.0,0.67,-2.0,0.33,53.0,1.0,24.8,59.3
705,Manizales,M,19.0,0.0,1.0,1.0,0.5,0.0,1.0,-1.0,0.67,40.0,1.0,24.5,58.9
706,Manizales,M,21.0,0.0,1.0,0.0,1.0,2.0,0.33,-2.0,0.33,695.0,4.0,23.2,63.9
707,Manizales,M,21.0,0.0,1.0,0.0,1.0,2.0,0.33,-2.0,0.33,128.0,2.0,24.5,60.0
708,Manizales,M,21.0,0.0,1.0,0.0,1.0,1.0,0.67,-1.0,0.67,93.0,1.0,24.8,59.3
709,Manizales,M,21.0,0.0,1.0,1.0,0.5,0.0,1.0,-1.0,0.67,75.0,1.0,24.5,58.9
710,Manizales,M,18.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,360.0,3.0,23.2,63.9
711,Manizales,M,18.0,1.0,0.5,0.0,1.0,0.0,1.0,-1.0,0.67,324.0,3.0,24.1,62.3
712,Manizales,M,18.0,0.0,1.0,1.0,0.5,0.0,1.0,-1.0,0.67,217.0,2.0,24.5,60.0
713,Manizales,M,18.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,191.0,2.0,24.8,59.3
714,Manizales,M,18.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,187.0,2.0,24.5,58.9
715,Manizales,M,19.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.67,941.0,4.0,23.2,63.9
716,Manizales,M,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,795.0,4.0,24.1,62.3
717,Manizales,M,19.0,0.0,1.0,1.0,0.5,-1.0,0.67,1.0,0.67,186.0,2.0,24.5,60.0
718,Manizales,M,19.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,139.0,2.0,24.8,59.3
719,Manizales,M,19.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,121.0,2.0,24.5,58.9
720,Manizales,F,22.0,-1.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,617.0,4.0,23.2,63.9
721,Manizales,F,22.0,-1.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,472.0,3.0,24.1,62.3
722,Manizales,F,22.0,-1.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,165.0,2.0,24.5,60.0
723,Manizales,F,22.0,-1.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,128.0,2.0,24.8,59.3
724,Manizales,F,22.0,-1.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,108.0,2.0,24.5,58.9
725,Manizales,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,420.0,3.0,23.2,63.9
726,Manizales,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,-2.0,0.33,358.0,3.0,24.1,62.3
727,Manizales,F,20.0,0.0,1.0,1.0,0.5,-1.0,0.67,0.0,1.0,119.0,2.0,24.5,60.0
728,Manizales,F,20.0,0.0,1.0,1.0,0.5,0.0,1.0,-1.0,0.67,78.0,1.0,24.8,59.3
729,Manizales,F,20.0,0.0,1.0,1.0,0.5,0.0,1.0,-1.0,0.67,69.0,1.0,24.5,58.9
730,Manizales,M,25.0,1.0,0.5,-1.0,0.5,-1.0,0.67,1.0,0.67,1497.0,5.0,23.2,63.9
731,Manizales,M,25.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1023.0,5.0,24.1,62.3
732,Manizales,M,25.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,1150.0,5.0,24.5,60.0
733,Manizales,M,25.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,969.0,4.0,24.8,59.3
734,Manizales,M,25.0,-1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,667.0,4.0,24.5,58.9
735,Manizales,F,19.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,716.0,4.0,23.2,63.9
736,Manizales,F,19.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,572.0,4.0,24.1,62.3
737,Manizales,F,19.0,1.0,0.5,-1.0,0.5,0.0,1.0,0.0,1.0,341.0,3.0,24.5,60.0
738,Manizales,F,19.0,1.0,0.5,-1.0,0.5,0.0,1.0,0.0,1.0,228.0,2.0,24.8,59.3
739,Manizales,F,19.0,1.0,0.5,-1.0,0.5,0.0,1.0,0.0,1.0,213.0,2.0,24.5,58.9
740,Manizales,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,322.0,3.0,23.2,63.9
741,Manizales,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,269.0,2.0,24.1,62.3
742,Manizales,F,20.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,136.0,2.0,24.5,60.0
743,Manizales,F,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,89.0,1.0,24.8,59.3
744,Manizales,F,20.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,83.0,1.0,24.5,58.9
745,Manizales,M,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,220.0,2.0,23.2,63.9
746,Manizales,M,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,173.0,2.0,24.1,62.3
747,Manizales,M,20.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,40.0,1.0,24.5,60.0
748,Manizales,M,20.0,-1.0,0.5,1.0,0.5,-1.0,0.67,1.0,0.67,16.0,1.0,24.8,59.3
749,Manizales,M,20.0,-1.0,0.5,1.0,0.5,-1.0,0.67,1.0,0.67,-31.0,1.0,24.5,58.9
750,Manizales,F,25.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,214.0,2.0,23.2,63.9
751,Manizales,F,25.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,167.0,2.0,24.1,62.3
752,Manizales,F,25.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,20.0,1.0,24.5,60.0
753,Manizales,F,25.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-10.0,1.0,24.8,59.3
754,Manizales,F,25.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-26.0,1.0,24.5,58.9
755,Manizales,F,21.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.67,197.0,2.0,23.2,63.9
756,Manizales,F,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,168.0,2.0,24.1,62.3
757,Manizales,F,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,49.0,1.0,24.5,60.0
758,Manizales,F,21.0,0.0,1.0,-1.0,0.5,0.0,1.0,0.0,1.0,7.0,1.0,24.8,59.3
759,Manizales,F,21.0,0.0,1.0,0.0,1.0,-1.0,0.67,0.0,1.0,-7.0,1.0,24.5,58.9
760,Medellín,F,18.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,187.0,2.0,23.5,70.7
761,Medellín,F,18.0,-1.0,0.5,1.0,0.5,-2.0,0.33,0.0,1.0,183.0,2.0,24.1,68.0
762,Medellín,F,18.0,0.0,1.0,0.0,1.0,2.0,0.33,-1.0,0.67,161.0,2.0,24.8,64.6
763,Medellín,M,19.0,1.0,0.5,-1.0,0.5,-1.0,0.67,0.0,1.0,1494.0,5.0,23.5,70.7
764,Medellín,M,19.0,-1.0,0.5,0.0,1.0,-1.0,0.67,0.0,1.0,1699.0,5.0,24.1,68.0
765,Medellín,M,19.0,-2.0,0.0,0.0,1.0,-1.0,0.67,0.0,1.0,1134.0,5.0,24.8,66.7
766,Medellín,M,19.0,0.0,1.0,0.0,1.0,-1.0,0.67,0.0,1.0,889.0,4.0,24.8,64.6
767,Medellín,M,22.0,0.0,1.0,1.0,0.5,0.0,1.0,-1.0,0.67,69.0,1.0,23.5,70.7
768,Medellín,M,22.0,0.0,1.0,1.0,0.5,0.0,1.0,-1.0,0.67,78.0,1.0,24.1,68.0
769,Medellín,M,22.0,-1.0,0.5,1.0,0.5,0.0,1.0,-1.0,0.67,64.0,1.0,24.8,66.7
770,Medellín,M,22.0,-1.0,0.5,1.0,0.5,0.0,1.0,-1.0,0.67,60.0,1.0,24.8,64.6
771,Medellín,M,19.0,1.0,0.5,-1.0,0.5,-1.0,0.67,0.0,1.0,433.0,3.0,23.5,70.7
772,Medellín,M,19.0,1.0,0.5,-1.0,0.5,0.0,1.0,0.0,1.0,457.0,3.0,24.1,68.0
773,Medellín,M,19.0,0.0,1.0,2.0,0.0,-2.0,0.33,-1.0,0.67,182.0,2.0,23.5,70.7
774,Medellín,M,19.0,0.0,1.0,2.0,0.0,-1.0,0.67,0.0,1.0,218.0,2.0,24.1,68.0
775,Medellín,M,19.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,162.0,2.0,24.8,66.7
776,Medellín,F,18.0,-1.0,0.5,2.0,0.0,0.0,1.0,0.0,1.0,89.0,1.0,23.5,70.7
777,Medellín,F,18.0,-1.0,0.5,2.0,0.0,-2.0,0.33,0.0,1.0,109.0,2.0,24.1,68.0
778,Medellín,F,18.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,89.0,1.0,24.8,66.7
779,Medellín,F,18.0,1.0,0.5,0.0,1.0,-2.0,0.33,1.0,0.67,3551.0,5.0,23.5,70.7
780,Medellín,F,18.0,0.0,1.0,0.0,1.0,-1.0,0.67,1.0,0.67,3708.0,5.0,24.1,68.0
781,Medellín,F,18.0,0.0,1.0,1.0,0.5,-1.0,0.67,1.0,0.67,2266.0,5.0,24.8,64.6
782,Medellín,F,18.0,-1.0,0.5,1.0,0.5,0.0,1.0,-2.0,0.33,36.0,1.0,23.5,70.7
783,Medellín,F,18.0,-1.0,0.5,1.0,0.5,2.0,0.33,-2.0,0.33,51.0,1.0,24.1,68.0
784,Medellín,F,18.0,-2.0,0.0,1.0,0.5,0.0,1.0,-2.0,0.33,28.0,1.0,24.8,66.7
785,Medellín,F,18.0,-1.0,0.5,2.0,0.0,0.0,1.0,-2.0,0.33,-10.0,1.0,24.8,64.6
786,Medellín,M,17.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,-7.0,1.0,23.5,70.7
787,Medellín,M,17.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,1.0,24.1,68.0
788,Medellín,M,17.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-14.0,1.0,24.8,66.7
789,Medellín,M,17.0,0.0,1.0,0.0,1.0,-1.0,0.67,0.0,1.0,-28.0,1.0,24.8,64.6
790,Medellín,M,17.0,-1.0,0.5,1.0,0.5,-1.0,0.67,0.0,1.0,-42.0,1.0,24.5,64.8
791,Medellín,M,21.0,0.0,1.0,-1.0,0.5,-1.0,0.67,0.0,1.0,142.0,2.0,21.4,83.9
792,Medellín,M,21.0,1.0,0.5,-2.0,0.0,-1.0,0.67,0.0,1.0,468.0,3.0,21.7,84.0
793,Medellín,M,21.0,0.0,1.0,-1.0,0.5,0.0,1.0,0.0,1.0,243.0,2.0,22.0,83.5
794,Medellín,M,21.0,0.0,1.0,-1.0,0.5,0.0,1.0,0.0,1.0,117.0,2.0,22.2,82.8
795,Medellín,M,21.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,34.0,1.0,21.4,83.9
796,Medellín,M,21.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,57.0,1.0,21.7,84.0
797,Medellín,M,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,1.0,22.0,83.5
798,Medellín,M,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,34.0,1.0,22.2,82.8
799,Medellín,F,22.0,0.0,1.0,0.0,1.0,-3.0,0.0,3.0,0.0,125.0,2.0,21.4,83.9
800,Medellín,F,22.0,2.0,0.0,0.0,1.0,-3.0,0.0,3.0,0.0,129.0,2.0,21.7,84.0
801,Medellín,F,22.0,-1.0,0.5,0.0,1.0,-3.0,0.0,3.0,0.0,125.0,2.0,22.0,83.5
802,Medellín,F,22.0,1.0,0.5,0.0,1.0,-3.0,0.0,3.0,0.0,125.0,2.0,22.2,82.8
803,Medellín,M,21.0,-1.0,0.5,1.0,0.5,-1.0,0.67,0.0,1.0,205.0,2.0,21.4,83.9
804,Medellín,M,21.0,1.0,0.5,0.0,1.0,0.0,1.0,-1.0,0.67,481.0,3.0,21.7,84.0
805,Medellín,M,21.0,1.0,0.5,0.0,1.0,-1.0,0.67,0.0,1.0,283.0,2.0,22.0,83.5
806,Medellín,M,21.0,0.0,1.0,0.0,1.0,-1.0,0.67,0.0,1.0,176.0,2.0,22.2,82.8
807,Medellín,F,22.0,0.0,1.0,1.0,0.5,-1.0,0.67,1.0,0.67,64.0,1.0,21.4,83.9
808,Medellín,F,22.0,1.0,0.5,1.0,0.5,-1.0,0.67,1.0,0.67,85.0,1.0,21.7,84.0
809,Medellín,F,22.0,0.0,1.0,0.0,1.0,-1.0,0.67,1.0,0.67,75.0,1.0,22.0,83.5
810,Medellín,F,22.0,1.0,0.5,1.0,0.5,-1.0,0.67,1.0,0.67,64.0,1.0,22.2,82.8
811,Medellín,M,22.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,36.0,1.0,21.4,83.9
812,Medellín,M,22.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,36.0,1.0,21.7,84.0
813,Medellín,M,22.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,36.0,1.0,22.0,83.5
814,Medellín,M,22.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,36.0,1.0,22.2,82.8
815,Medellín,F,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,40.0,1.0,21.4,83.9
816,Medellín,F,21.0,-1.0,0.5,0.0,1.0,-1.0,0.67,1.0,0.67,259.0,2.0,21.7,84.0
817,Medellín,F,21.0,1.0,0.5,-1.0,0.5,-1.0,0.67,1.0,0.67,102.0,2.0,22.0,83.5
818,Medellín,F,21.0,0.0,1.0,0.0,1.0,-1.0,0.67,-1.0,0.67,32.0,1.0,22.2,82.8
819,Medellín,M,24.0,1.0,0.5,2.0,0.0,0.0,1.0,-1.0,0.67,-57.0,1.0,21.4,83.9
820,Medellín,M,24.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,-41.0,1.0,21.7,84.0
821,Medellín,M,24.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,-57.0,1.0,22.0,83.5
822,Medellín,M,24.0,-1.0,0.5,1.0,0.5,-1.0,0.67,1.0,0.67,-57.0,1.0,22.2,82.8
823,Medellín,F,21.0,-1.0,0.5,1.0,0.5,0.0,1.0,-1.0,0.67,-63.0,1.0,21.4,83.9
824,Medellín,F,21.0,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,-63.0,1.0,21.7,84.0
825,Medellín,F,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-63.0,1.0,22.0,83.5
826,Medellín,F,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-63.0,1.0,22.2,82.8
827,Medellín,F,22.0,1.0,0.5,0.0,1.0,-3.0,0.0,2.0,0.33,256.0,2.0,22.4,81.8
828,Medellín,F,22.0,1.0,0.5,-1.0,0.5,-3.0,0.0,2.0,0.33,845.0,4.0,22.4,80.7
829,Medellín,F,22.0,1.0,0.5,0.0,1.0,-3.0,0.0,2.0,0.33,1141.0,5.0,22.8,79.8
830,Medellín,F,22.0,0.0,1.0,0.0,1.0,-2.0,0.33,2.0,0.33,941.0,4.0,23.3,78.3
831,Medellín,M,21.0,0.0,1.0,0.0,1.0,-2.0,0.33,0.0,1.0,51.0,1.0,22.4,81.8
832,Medellín,M,21.0,0.0,1.0,0.0,1.0,-2.0,0.33,0.0,1.0,134.0,2.0,22.4,80.7
833,Medellín,M,21.0,0.0,1.0,0.0,1.0,-1.0,0.67,0.0,1.0,192.0,2.0,22.8,79.8
834,Medellín,M,21.0,0.0,1.0,0.0,1.0,-1.0,0.67,0.0,1.0,163.0,2.0,23.3,78.3
835,Medellín,F,21.0,1.0,0.5,1.0,0.5,-2.0,0.33,0.0,1.0,129.0,2.0,22.4,81.8
836,Medellín,F,21.0,0.0,1.0,0.0,1.0,-2.0,0.33,1.0,0.67,147.0,2.0,22.4,80.7
837,Medellín,F,21.0,0.0,1.0,0.0,1.0,-2.0,0.33,1.0,0.67,158.0,2.0,22.8,79.8
838,Medellín,F,21.0,0.0,1.0,0.0,1.0,-2.0,0.33,1.0,0.67,147.0,2.0,23.3,78.3
839,Medellín,M,23.0,0.0,1.0,0.0,1.0,-1.0,0.67,0.0,1.0,283.0,2.0,22.4,81.8
840,Medellín,M,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,848.0,4.0,22.4,80.7
841,Medellín,M,23.0,2.0,0.0,-1.0,0.5,0.0,1.0,0.0,1.0,1381.0,5.0,22.8,79.8
842,Medellín,M,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1120.0,5.0,23.3,78.3
843,Medellín,F,23.0,0.0,1.0,1.0,0.5,-2.0,0.33,0.0,1.0,80.0,1.0,22.4,81.8
844,Medellín,F,23.0,0.0,1.0,0.0,1.0,-1.0,0.67,0.0,1.0,157.0,2.0,22.4,80.7
845,Medellín,F,23.0,1.0,0.5,0.0,1.0,-2.0,0.33,1.0,0.67,192.0,2.0,22.8,79.8
846,Medellín,F,23.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,167.0,2.0,23.3,78.3
847,Medellín,F,22.0,-1.0,0.5,2.0,0.0,-1.0,0.67,1.0,0.67,36.0,1.0,22.4,81.8
848,Medellín,F,22.0,0.0,1.0,0.0,1.0,-1.0,0.67,1.0,0.67,69.0,1.0,22.4,80.7
849,Medellín,F,22.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,89.0,1.0,22.8,79.8
850,Medellín,F,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,63.0,1.0,23.3,78.3
851,Medellín,F,23.0,0.0,1.0,0.0,1.0,-2.0,0.33,2.0,0.33,102.0,2.0,22.4,81.8
