,Ciudad,genero,edad,P1.1,P6 bien,P2.1,P7 bien,Rango_EH_media,Rango_EV_media,TEMP,HUMEDAD,sens_vis_term_orig,pref_vis_term_orig
636,Armenia,M,25.0,-1.0,0.0,1.0,0.0,1.0,1.0,28.4,56.2,0.0-1.01.0,0.01.01.0
637,Armenia,F,19.0,0.0,0.0,0.0,0.0,3.0,4.0,24.5,65.4,0.00.04.0,0.00.04.0
638,Armenia,F,19.0,0.0,0.0,0.0,0.0,4.0,5.0,24.7,65.3,0.00.05.0,0.00.05.0
639,Armenia,F,19.0,0.0,0.0,0.0,0.0,4.0,5.0,25.1,65.0,0.00.05.0,0.00.05.0
640,Armenia,F,19.0,0.0,0.0,0.0,0.0,4.0,5.0,25.5,64.0,0.00.05.0,0.00.05.0
641,Armenia,F,19.0,0.0,0.0,0.0,0.0,4.0,5.0,25.9,63.9,0.00.05.0,0.00.05.0
642,Armenia,F,19.0,0.0,0.0,0.0,0.0,4.0,5.0,26.3,64.2,0.00.05.0,0.00.05.0
643,Armenia,F,19.0,0.0,0.0,0.0,0.0,2.0,4.0,24.5,65.4,0.00.04.0,0.00.04.0
644,Armenia,F,19.0,0.0,0.0,0.0,0.0,2.0,4.0,24.7,65.3,0.00.04.0,0.00.04.0
645,Armenia,F,19.0,0.0,0.0,0.0,0.0,2.0,4.0,25.1,65.0,0.00.04.0,0.00.04.0
646,Armenia,F,19.0,0.0,0.0,0.0,0.0,3.0,4.0,25.5,64.0,0.00.04.0,0.00.04.0
647,Armenia,F,19.0,0.0,0.0,0.0,0.0,3.0,4.0,25.9,63.9,0.00.04.0,0.00.04.0
648,Armenia,F,19.0,0.0,0.0,0.0,0.0,3.0,4.0,26.3,64.2,0.00.04.0,0.00.04.0
649,Armenia,F,19.0,-1.0,0.0,2.0,0.0,2.0,2.0,24.5,65.4,0.0-1.02.0,0.02.02.0
650,Armenia,F,19.0,0.0,0.0,2.0,0.0,2.0,2.0,24.7,65.3,0.00.02.0,0.02.02.0
651,Armenia,F,19.0,0.0,0.0,0.0,0.0,2.0,2.0,25.1,65.0,0.00.02.0,0.00.02.0
652,Armenia,F,19.0,0.0,0.0,0.0,0.0,3.0,2.0,25.5,64.0,0.00.02.0,0.00.02.0
653,Armenia,F,19.0,0.0,0.0,0.0,0.0,3.0,2.0,25.9,63.9,0.00.02.0,0.00.02.0
654,Armenia,F,19.0,0.0,0.0,0.0,0.0,3.0,2.0,26.3,64.2,0.00.02.0,0.00.02.0
655,Armenia,F,19.0,-1.0,-1.0,2.0,2.0,2.0,3.0,24.5,65.4,-1.0-1.03.0,2.02.03.0
656,Armenia,F,19.0,-1.0,-1.0,2.0,2.0,2.0,3.0,24.7,65.3,-1.0-1.03.0,2.02.03.0
657,Armenia,F,19.0,0.0,0.0,2.0,0.0,2.0,3.0,25.1,65.0,0.00.03.0,0.02.03.0
658,Armenia,F,19.0,0.0,-1.0,2.0,1.0,3.0,3.0,25.5,64.0,-1.00.03.0,1.02.03.0
659,Armenia,F,19.0,0.0,-2.0,0.0,1.0,3.0,3.0,25.9,63.9,-2.00.03.0,1.00.03.0
660,Armenia,F,19.0,0.0,-2.0,0.0,1.0,3.0,3.0,26.3,64.2,-2.00.03.0,1.00.03.0
661,Armenia,F,19.0,0.0,0.0,1.0,0.0,1.0,1.0,24.5,65.4,0.00.01.0,0.01.01.0
662,Armenia,F,19.0,0.0,0.0,0.0,0.0,2.0,2.0,24.7,65.3,0.00.02.0,0.00.02.0
663,Armenia,F,19.0,0.0,-1.0,0.0,1.0,2.0,2.0,25.1,65.0,-1.00.02.0,1.00.02.0
664,Armenia,F,19.0,-1.0,0.0,1.0,0.0,2.0,2.0,25.5,64.0,0.0-1.02.0,0.01.02.0
665,Armenia,F,19.0,-1.0,0.0,1.0,0.0,2.0,2.0,25.9,63.9,0.0-1.02.0,0.01.02.0
666,Armenia,F,19.0,0.0,0.0,0.0,0.0,2.0,2.0,26.3,64.2,0.00.02.0,0.00.02.0
667,Armenia,F,19.0,-1.0,0.0,2.0,0.0,1.0,1.0,24.5,65.4,0.0-1.01.0,0.02.01.0
668,Armenia,F,19.0,-1.0,0.0,2.0,0.0,1.0,1.0,24.7,65.3,0.0-1.01.0,0.02.01.0
669,Armenia,F,19.0,-1.0,0.0,2.0,0.0,2.0,2.0,25.1,65.0,0.0-1.02.0,0.02.02.0
670,Armenia,F,19.0,-1.0,0.0,2.0,-1.0,1.0,2.0,25.5,64.0,0.0-1.02.0,-1.02.02.0
671,Armenia,F,20.0,-1.0,-1.0,2.0,-2.0,3.0,2.0,24.5,65.4,-1.0-1.02.0,-2.02.02.0
672,Armenia,F,20.0,-1.0,0.0,2.0,-1.0,2.0,2.0,24.7,65.3,0.0-1.02.0,-1.02.02.0
673,Armenia,F,20.0,0.0,0.0,1.0,0.0,3.0,3.0,25.1,65.0,0.00.03.0,0.01.03.0
674,Armenia,F,20.0,0.0,0.0,1.0,0.0,4.0,3.0,25.5,64.0,0.00.03.0,0.01.03.0
675,Armenia,F,20.0,1.0,0.0,0.0,0.0,4.0,3.0,25.9,63.9,0.01.03.0,0.00.03.0
676,Armenia,F,20.0,1.0,0.0,0.0,0.0,3.0,3.0,26.3,64.2,0.01.03.0,0.00.03.0
677,Armenia,F,20.0,0.0,0.0,2.0,0.0,2.0,2.0,24.5,65.4,0.00.02.0,0.02.02.0
678,Armenia,F,20.0,-1.0,2.0,2.0,-1.0,2.0,2.0,24.7,65.3,2.0-1.02.0,-1.02.02.0
679,Armenia,F,20.0,1.0,2.0,2.0,-1.0,2.0,3.0,25.1,65.0,2.01.03.0,-1.02.03.0
680,Armenia,F,20.0,-1.0,2.0,2.0,0.0,2.0,3.0,25.5,64.0,2.0-1.03.0,0.02.03.0
681,Armenia,F,20.0,2.0,2.0,2.0,0.0,3.0,3.0,25.9,63.9,2.02.03.0,0.02.03.0
682,Armenia,F,20.0,0.0,2.0,2.0,0.0,2.0,3.0,26.3,64.2,2.00.03.0,0.02.03.0
683,Armenia,F,18.0,-1.0,0.0,1.0,0.0,1.0,1.0,24.5,65.4,0.0-1.01.0,0.01.01.0
684,Armenia,F,18.0,-1.0,0.0,1.0,-1.0,1.0,1.0,24.7,65.3,0.0-1.01.0,-1.01.01.0
685,Armenia,F,18.0,0.0,1.0,2.0,-2.0,1.0,2.0,25.1,65.0,1.00.02.0,-2.02.02.0
686,Armenia,F,18.0,0.0,0.0,0.0,0.0,1.0,2.0,25.9,63.9,0.00.02.0,0.00.02.0
687,Armenia,F,18.0,0.0,1.0,0.0,-1.0,2.0,2.0,26.3,64.2,1.00.02.0,-1.00.02.0
688,Armenia,F,19.0,0.0,0.0,0.0,0.0,4.0,5.0,28.7,60.1,0.00.05.0,0.00.05.0
689,Armenia,F,19.0,0.0,0.0,0.0,0.0,2.0,2.0,29.0,60.0,0.00.02.0,0.00.02.0
690,Armenia,F,19.0,0.0,0.0,0.0,0.0,2.0,2.0,27.0,59.4,0.00.02.0,0.00.02.0
691,Armenia,F,19.0,0.0,0.0,0.0,0.0,2.0,2.0,26.1,65.6,0.00.02.0,0.00.02.0
692,Armenia,F,19.0,0.0,0.0,0.0,-1.0,2.0,2.0,26.8,64.9,0.00.02.0,-1.00.02.0
693,Armenia,F,17.0,0.0,2.0,1.0,-2.0,3.0,3.0,28.7,60.1,2.00.03.0,-2.01.03.0
694,Armenia,F,17.0,-1.0,0.0,2.0,-1.0,2.0,1.0,29.0,60.0,0.0-1.01.0,-1.02.01.0
695,Armenia,F,17.0,-1.0,0.0,2.0,-1.0,2.0,1.0,27.0,59.4,0.0-1.01.0,-1.02.01.0
696,Armenia,F,17.0,-1.0,0.0,2.0,-1.0,2.0,1.0,26.1,65.6,0.0-1.01.0,-1.02.01.0
697,Armenia,F,17.0,-1.0,0.0,1.0,-1.0,2.0,1.0,26.8,64.9,0.0-1.01.0,-1.01.01.0
698,Armenia,F,16.0,-1.0,2.0,1.0,-3.0,3.0,2.0,28.7,60.1,2.0-1.02.0,-3.01.02.0
699,Armenia,F,16.0,2.0,-1.0,2.0,-3.0,1.0,2.0,29.0,60.0,-1.02.02.0,-3.02.02.0
700,Armenia,F,16.0,1.0,-2.0,2.0,-3.0,1.0,2.0,27.0,59.4,-2.01.02.0,-3.02.02.0
701,Armenia,F,16.0,2.0,-2.0,2.0,-3.0,1.0,2.0,26.1,65.6,-2.02.02.0,-3.02.02.0
702,Armenia,F,16.0,0.0,-1.0,2.0,-3.0,1.0,2.0,26.8,64.9,-1.00.02.0,-3.02.02.0
703,Armenia,M,18.0,0.0,1.0,0.0,-1.0,4.0,3.0,28.7,60.1,1.00.03.0,-1.00.03.0
704,Armenia,M,18.0,-1.0,1.0,2.0,-1.0,2.0,2.0,29.0,60.0,1.0-1.02.0,-1.02.02.0
705,Armenia,M,18.0,-1.0,-1.0,2.0,1.0,1.0,1.0,27.0,59.4,-1.0-1.01.0,1.02.01.0
706,Armenia,M,18.0,-1.0,0.0,1.0,0.0,1.0,1.0,26.1,65.6,0.0-1.01.0,0.01.01.0
707,Armenia,M,18.0,-1.0,0.0,1.0,0.0,1.0,1.0,26.8,64.9,0.0-1.01.0,0.01.01.0
708,Armenia,F,17.0,-1.0,2.0,1.0,-3.0,3.0,3.0,28.7,60.1,2.0-1.03.0,-3.01.03.0
709,Armenia,F,17.0,-1.0,1.0,1.0,-1.0,1.0,1.0,29.0,60.0,1.0-1.01.0,-1.01.01.0
710,Armenia,F,17.0,-1.0,0.0,1.0,0.0,1.0,1.0,27.0,59.4,0.0-1.01.0,0.01.01.0
711,Armenia,F,17.0,-1.0,0.0,1.0,0.0,1.0,1.0,26.1,65.6,0.0-1.01.0,0.01.01.0
712,Armenia,F,17.0,-1.0,1.0,1.0,-1.0,1.0,1.0,26.8,64.9,1.0-1.01.0,-1.01.01.0
713,Armenia,F,28.0,0.0,0.0,1.0,-2.0,2.0,2.0,28.7,60.1,0.00.02.0,-2.01.02.0
714,Armenia,F,28.0,-1.0,0.0,1.0,0.0,1.0,1.0,29.0,60.0,0.0-1.01.0,0.01.01.0
715,Armenia,F,28.0,-1.0,0.0,1.0,0.0,1.0,1.0,27.0,59.4,0.0-1.01.0,0.01.01.0
716,Armenia,F,28.0,-2.0,0.0,2.0,0.0,1.0,1.0,26.1,65.6,0.0-2.01.0,0.02.01.0
717,Armenia,F,28.0,-1.0,0.0,1.0,0.0,1.0,1.0,26.8,64.9,0.0-1.01.0,0.01.01.0
718,Armenia,F,17.0,0.0,1.0,0.0,-1.0,5.0,4.0,28.7,60.1,1.00.04.0,-1.00.04.0
719,Armenia,F,17.0,-1.0,-2.0,2.0,0.0,2.0,2.0,29.0,60.0,-2.0-1.02.0,0.02.02.0
720,Armenia,F,17.0,-1.0,-2.0,2.0,0.0,2.0,2.0,27.0,59.4,-2.0-1.02.0,0.02.02.0
721,Armenia,F,17.0,-1.0,-2.0,2.0,0.0,2.0,1.0,26.1,65.6,-2.0-1.01.0,0.02.01.0
722,Armenia,F,17.0,-2.0,-2.0,1.0,0.0,2.0,2.0,26.8,64.9,-2.0-2.02.0,0.01.02.0
723,Armenia,M,20.0,-1.0,1.0,0.0,-1.0,3.0,3.0,28.7,60.1,1.0-1.03.0,-1.00.03.0
724,Armenia,M,20.0,1.0,1.0,0.0,-1.0,1.0,1.0,29.0,60.0,1.01.01.0,-1.00.01.0
725,Armenia,M,20.0,-1.0,0.0,1.0,0.0,1.0,1.0,27.0,59.4,0.0-1.01.0,0.01.01.0
726,Armenia,M,20.0,-1.0,0.0,0.0,0.0,1.0,1.0,26.1,65.6,0.0-1.01.0,0.00.01.0
727,Armenia,M,20.0,-1.0,-1.0,1.0,0.0,1.0,1.0,26.8,64.9,-1.0-1.01.0,0.01.01.0
728,Armenia,M,18.0,-1.0,2.0,1.0,-2.0,2.0,2.0,28.7,60.1,2.0-1.02.0,-2.01.02.0
729,Armenia,M,18.0,-1.0,0.0,1.0,-1.0,1.0,1.0,29.0,60.0,0.0-1.01.0,-1.01.01.0
730,Armenia,M,18.0,0.0,0.0,1.0,0.0,1.0,1.0,27.0,59.4,0.00.01.0,0.01.01.0
731,Armenia,M,18.0,0.0,0.0,1.0,0.0,1.0,1.0,26.1,65.6,0.00.01.0,0.01.01.0
732,Armenia,M,18.0,0.0,0.0,1.0,0.0,1.0,1.0,26.8,64.9,0.00.01.0,0.01.01.0
733,Armenia,M,19.0,1.0,0.0,0.0,-1.0,3.0,4.0,26.2,66.9,0.01.04.0,-1.00.04.0
734,Armenia,M,19.0,0.0,0.0,-1.0,-1.0,3.0,3.0,25.9,69.0,0.00.03.0,-1.0-1.03.0
735,Armenia,M,19.0,0.0,0.0,0.0,-1.0,3.0,4.0,25.8,69.9,0.00.04.0,-1.00.04.0
736,Armenia,M,19.0,1.0,1.0,-1.0,-2.0,3.0,3.0,26.0,70.8,1.01.03.0,-2.0-1.03.0
737,Armenia,M,19.0,1.0,1.0,-1.0,-2.0,2.0,2.0,26.1,70.6,1.01.02.0,-2.0-1.02.0
738,Armenia,M,17.0,-1.0,0.0,1.0,-1.0,2.0,2.0,26.2,66.9,0.0-1.02.0,-1.01.02.0
739,Armenia,M,17.0,-1.0,-1.0,1.0,0.0,2.0,2.0,25.9,69.0,-1.0-1.02.0,0.01.02.0
740,Armenia,M,17.0,-1.0,0.0,1.0,0.0,2.0,2.0,25.8,69.9,0.0-1.02.0,0.01.02.0
741,Armenia,M,17.0,-1.0,0.0,1.0,0.0,2.0,1.0,26.0,70.8,0.0-1.01.0,0.01.01.0
742,Armenia,M,17.0,-1.0,0.0,1.0,0.0,2.0,1.0,26.1,70.6,0.0-1.01.0,0.01.01.0
743,Armenia,F,18.0,-1.0,3.0,1.0,-3.0,1.0,2.0,26.2,66.9,3.0-1.02.0,-3.01.02.0
744,Armenia,F,18.0,-2.0,2.0,2.0,-3.0,1.0,2.0,25.9,69.0,2.0-2.02.0,-3.02.02.0
745,Armenia,F,18.0,0.0,1.0,0.0,-3.0,1.0,2.0,25.8,69.9,1.00.02.0,-3.00.02.0
746,Armenia,F,18.0,0.0,0.0,2.0,-2.0,1.0,2.0,26.0,70.8,0.00.02.0,-2.02.02.0
747,Armenia,F,18.0,-1.0,0.0,2.0,-3.0,1.0,2.0,26.1,70.6,0.0-1.02.0,-3.02.02.0
748,Armenia,F,21.0,2.0,0.0,0.0,0.0,2.0,2.0,26.2,66.9,0.02.02.0,0.00.02.0
749,Armenia,F,21.0,0.0,0.0,0.0,0.0,1.0,2.0,26.0,70.8,0.00.02.0,0.00.02.0
750,Armenia,F,21.0,0.0,0.0,1.0,0.0,1.0,2.0,26.1,70.6,0.00.02.0,0.01.02.0
751,Armenia,F,18.0,0.0,1.0,0.0,-2.0,1.0,1.0,26.2,66.9,1.00.01.0,-2.00.01.0
752,Armenia,F,18.0,0.0,0.0,0.0,-1.0,1.0,1.0,25.9,69.0,0.00.01.0,-1.00.01.0
753,Armenia,F,18.0,0.0,0.0,0.0,-1.0,1.0,1.0,25.8,69.9,0.00.01.0,-1.00.01.0
754,Armenia,F,18.0,-1.0,0.0,1.0,0.0,1.0,1.0,26.1,70.6,0.0-1.01.0,0.01.01.0
755,Armenia,F,18.0,0.0,1.0,2.0,-1.0,1.0,1.0,26.2,66.9,1.00.01.0,-1.02.01.0
756,Armenia,F,18.0,-1.0,1.0,2.0,-1.0,1.0,1.0,25.9,69.0,1.0-1.01.0,-1.02.01.0
757,Armenia,F,18.0,0.0,0.0,2.0,0.0,1.0,1.0,25.8,69.9,0.00.01.0,0.02.01.0
758,Armenia,F,18.0,-1.0,1.0,2.0,-1.0,1.0,1.0,26.1,70.6,1.0-1.01.0,-1.02.01.0
759,Armenia,F,25.0,0.0,0.0,-1.0,0.0,2.0,2.0,26.2,66.9,0.00.02.0,0.0-1.02.0
760,Armenia,F,25.0,0.0,1.0,0.0,-2.0,2.0,2.0,26.1,70.6,1.00.02.0,-2.00.02.0
761,Armenia,F,18.0,0.0,0.0,2.0,0.0,2.0,2.0,26.2,66.9,0.00.02.0,0.02.02.0
762,Armenia,F,18.0,-1.0,0.0,2.0,0.0,1.0,2.0,26.0,70.8,0.0-1.02.0,0.02.02.0
763,Armenia,F,18.0,-1.0,0.0,2.0,0.0,1.0,1.0,26.1,70.6,0.0-1.01.0,0.02.01.0
764,Armenia,F,18.0,-1.0,0.0,2.0,0.0,1.0,1.0,26.2,66.9,0.0-1.01.0,0.02.01.0
765,Armenia,F,18.0,0.0,0.0,2.0,-1.0,1.0,1.0,25.9,69.0,0.00.01.0,-1.02.01.0
766,Armenia,F,18.0,0.0,0.0,1.0,-1.0,1.0,1.0,25.8,69.9,0.00.01.0,-1.01.01.0
767,Armenia,F,18.0,0.0,0.0,1.0,-1.0,1.0,1.0,26.1,70.6,0.00.01.0,-1.01.01.0
768,Armenia,M,20.0,-1.0,2.0,2.0,-3.0,2.0,1.0,26.2,66.9,2.0-1.01.0,-3.02.01.0
769,Armenia,M,20.0,-1.0,2.0,2.0,-3.0,2.0,1.0,25.9,69.0,2.0-1.01.0,-3.02.01.0
770,Armenia,M,20.0,-1.0,2.0,1.0,-2.0,2.0,1.0,25.8,69.9,2.0-1.01.0,-2.01.01.0
771,Armenia,M,20.0,0.0,1.0,1.0,-2.0,1.0,1.0,26.0,70.8,1.00.01.0,-2.01.01.0
772,Armenia,M,20.0,-1.0,0.0,1.0,0.0,1.0,1.0,26.1,70.6,0.0-1.01.0,0.01.01.0
773,Armenia,M,19.0,2.0,0.0,1.0,-3.0,2.0,1.0,26.2,66.9,0.02.01.0,-3.01.01.0
774,Armenia,M,19.0,0.0,-2.0,1.0,-1.0,2.0,1.0,25.9,69.0,-2.00.01.0,-1.01.01.0
775,Armenia,M,19.0,0.0,-2.0,1.0,-2.0,2.0,1.0,25.8,69.9,-2.00.01.0,-2.01.01.0
776,Armenia,M,19.0,-1.0,-2.0,1.0,-2.0,2.0,1.0,26.0,70.8,-2.0-1.01.0,-2.01.01.0
777,Armenia,M,19.0,-1.0,-2.0,2.0,-2.0,2.0,1.0,26.1,70.6,-2.0-1.01.0,-2.02.01.0
778,Armenia,F,21.0,1.0,0.0,0.0,0.0,1.0,2.0,24.1,69.9,0.01.02.0,0.00.02.0
779,Armenia,F,21.0,0.0,0.0,0.0,0.0,2.0,2.0,24.3,70.3,0.00.02.0,0.00.02.0
780,Armenia,F,21.0,0.0,0.0,1.0,0.0,1.0,2.0,24.8,69.8,0.00.02.0,0.01.02.0
781,Armenia,F,21.0,0.0,0.0,1.0,0.0,2.0,2.0,25.4,68.3,0.00.02.0,0.01.02.0
782,Armenia,F,21.0,0.0,0.0,0.0,0.0,2.0,2.0,25.3,68.5,0.00.02.0,0.00.02.0
783,Armenia,F,21.0,0.0,-2.0,0.0,0.0,2.0,2.0,23.7,69.7,-2.00.02.0,0.00.02.0
784,Armenia,F,21.0,-1.0,-3.0,1.0,1.0,2.0,2.0,24.1,69.9,-3.0-1.02.0,1.01.02.0
785,Armenia,M,21.0,0.0,-1.0,1.0,1.0,1.0,2.0,23.7,69.7,-1.00.02.0,1.01.02.0
786,Armenia,M,21.0,0.0,-1.0,2.0,1.0,2.0,2.0,24.1,69.9,-1.00.02.0,1.02.02.0
787,Armenia,M,21.0,0.0,0.0,0.0,0.0,2.0,2.0,24.3,70.3,0.00.02.0,0.00.02.0
788,Armenia,F,20.0,0.0,0.0,-1.0,0.0,1.0,1.0,23.7,69.7,0.00.01.0,0.0-1.01.0
789,Armenia,F,20.0,0.0,0.0,0.0,0.0,1.0,1.0,24.1,69.9,0.00.01.0,0.00.01.0
790,Armenia,F,20.0,0.0,0.0,0.0,0.0,2.0,2.0,24.3,70.3,0.00.02.0,0.00.02.0
791,Armenia,F,20.0,0.0,0.0,0.0,0.0,2.0,2.0,24.8,69.8,0.00.02.0,0.00.02.0
792,Armenia,F,20.0,0.0,0.0,0.0,-2.0,2.0,2.0,25.3,68.5,0.00.02.0,-2.00.02.0
793,Armenia,M,24.0,-1.0,0.0,0.0,0.0,3.0,3.0,24.3,70.3,0.0-1.03.0,0.00.03.0
794,Armenia,M,24.0,0.0,0.0,0.0,0.0,2.0,3.0,24.8,69.8,0.00.03.0,0.00.03.0
795,Armenia,M,24.0,-1.0,0.0,0.0,0.0,2.0,2.0,25.4,68.3,0.0-1.02.0,0.00.02.0
796,Armenia,M,24.0,-1.0,0.0,0.0,0.0,3.0,3.0,25.3,68.5,0.0-1.03.0,0.00.03.0
797,Armenia,F,23.0,-1.0,-2.0,2.0,1.0,2.0,2.0,23.7,69.7,-2.0-1.02.0,1.02.02.0
798,Armenia,F,23.0,1.0,0.0,1.0,0.0,2.0,3.0,24.3,70.3,0.01.03.0,0.01.03.0
799,Armenia,M,25.0,0.0,0.0,0.0,0.0,1.0,1.0,23.7,69.7,0.00.01.0,0.00.01.0
800,Armenia,M,25.0,0.0,1.0,0.0,-3.0,1.0,1.0,24.1,69.9,1.00.01.0,-3.00.01.0
801,Armenia,M,25.0,0.0,1.0,0.0,-1.0,2.0,2.0,24.3,70.3,1.00.02.0,-1.00.02.0
802,Armenia,M,25.0,0.0,0.0,0.0,0.0,1.0,1.0,24.8,69.8,0.00.01.0,0.00.01.0
803,Armenia,M,25.0,0.0,0.0,0.0,0.0,1.0,1.0,25.4,68.3,0.00.01.0,0.00.01.0
804,Armenia,M,25.0,0.0,0.0,0.0,0.0,2.0,2.0,25.3,68.5,0.00.02.0,0.00.02.0
805,Armenia,F,22.0,0.0,0.0,0.0,0.0,2.0,2.0,23.7,69.7,0.00.02.0,0.00.02.0
806,Armenia,F,22.0,0.0,0.0,0.0,-2.0,2.0,2.0,24.1,69.9,0.00.02.0,-2.00.02.0
807,Armenia,F,22.0,0.0,1.0,1.0,-1.0,3.0,3.0,24.3,70.3,1.00.03.0,-1.01.03.0
808,Armenia,F,22.0,0.0,0.0,1.0,-2.0,2.0,2.0,24.8,69.8,0.00.02.0,-2.01.02.0
809,Armenia,F,22.0,0.0,0.0,0.0,-2.0,2.0,2.0,25.4,68.3,0.00.02.0,-2.00.02.0
810,Armenia,F,22.0,0.0,0.0,1.0,-2.0,3.0,2.0,25.3,68.5,0.00.02.0,-2.01.02.0
811,Armenia,,21.0,1.0,-2.0,1.0,2.0,2.0,1.0,23.7,69.7,-2.01.01.0,2.01.01.0
812,Armenia,,21.0,0.0,-2.0,2.0,2.0,2.0,1.0,24.1,69.9,-2.00.01.0,2.02.01.0
813,Armenia,,21.0,0.0,-1.0,1.0,1.0,3.0,2.0,24.3,70.3,-1.00.02.0,1.01.02.0
814,Armenia,,21.0,-1.0,0.0,2.0,0.0,2.0,1.0,24.8,69.8,0.0-1.01.0,0.02.01.0
815,Armenia,,21.0,-1.0,0.0,2.0,0.0,2.0,1.0,25.4,68.3,0.0-1.01.0,0.02.01.0
816,Armenia,,21.0,-1.0,0.0,2.0,0.0,2.0,2.0,25.3,68.5,0.0-1.02.0,0.02.02.0
817,Armenia,F,21.0,0.0,-1.0,0.0,0.0,1.0,1.0,23.7,69.7,-1.00.01.0,0.00.01.0
818,Armenia,F,21.0,1.0,0.0,0.0,0.0,1.0,1.0,24.1,69.9,0.01.01.0,0.00.01.0
819,Armenia,F,21.0,0.0,0.0,1.0,0.0,2.0,2.0,24.3,70.3,0.00.02.0,0.01.02.0
820,Armenia,F,21.0,-1.0,0.0,1.0,0.0,1.0,1.0,24.8,69.8,0.0-1.01.0,0.01.01.0
821,Armenia,F,21.0,-1.0,-1.0,1.0,1.0,1.0,1.0,25.4,68.3,-1.0-1.01.0,1.01.01.0
822,Armenia,F,21.0,0.0,0.0,2.0,1.0,2.0,1.0,25.3,68.5,0.00.01.0,1.02.01.0
823,Armenia,F,20.0,0.0,2.0,2.0,-3.0,5.0,5.0,29.9,56.4,2.00.05.0,-3.02.05.0
824,Armenia,F,20.0,0.0,2.0,1.0,-3.0,5.0,5.0,30.3,55.6,2.00.05.0,-3.01.05.0
825,Armenia,F,20.0,-1.0,2.0,0.0,-3.0,5.0,5.0,30.5,54.2,2.0-1.05.0,-3.00.05.0
826,Armenia,F,20.0,1.0,1.0,1.0,-3.0,4.0,4.0,30.2,55.7,1.01.04.0,-3.01.04.0
827,Armenia,M,24.0,-2.0,0.0,2.0,-2.0,3.0,4.0,29.9,56.4,0.0-2.04.0,-2.02.04.0
828,Armenia,M,24.0,0.0,0.0,0.0,-2.0,3.0,4.0,30.2,55.8,0.00.04.0,-2.00.04.0
829,Armenia,M,24.0,0.0,2.0,2.0,-2.0,4.0,4.0,30.3,55.6,2.00.04.0,-2.02.04.0
830,Armenia,M,24.0,0.0,2.0,2.0,-2.0,4.0,4.0,30.5,54.2,2.00.04.0,-2.02.04.0
831,Armenia,M,24.0,0.0,0.0,0.0,-2.0,2.0,2.0,30.2,55.7,0.00.02.0,-2.00.02.0
832,Armenia,F,23.0,0.0,3.0,0.0,-3.0,4.0,2.0,29.9,56.4,3.00.02.0,-3.00.02.0
833,Armenia,F,23.0,0.0,3.0,1.0,-3.0,3.0,2.0,30.2,55.8,3.00.02.0,-3.01.02.0
834,Armenia,F,23.0,0.0,2.0,1.0,-3.0,4.0,3.0,30.3,55.6,2.00.03.0,-3.01.03.0
835,Armenia,F,23.0,0.0,3.0,1.0,-3.0,3.0,3.0,30.5,54.2,3.00.03.0,-3.01.03.0
836,Armenia,F,23.0,-1.0,3.0,1.0,-3.0,2.0,2.0,30.2,55.7,3.0-1.02.0,-3.01.02.0
837,Armenia,F,19.0,1.0,1.0,2.0,-1.0,5.0,5.0,29.9,56.4,1.01.05.0,-1.02.05.0
838,Armenia,F,19.0,-1.0,2.0,2.0,-3.0,5.0,5.0,30.2,55.8,2.0-1.05.0,-3.02.05.0
839,Armenia,F,19.0,1.0,3.0,0.0,-3.0,5.0,5.0,30.3,55.6,3.01.05.0,-3.00.05.0
840,Armenia,F,19.0,1.0,3.0,0.0,-3.0,5.0,5.0,30.5,54.2,3.01.05.0,-3.00.05.0
841,Armenia,F,19.0,-1.0,1.0,1.0,-1.0,4.0,3.0,30.2,55.7,1.0-1.03.0,-1.01.03.0
842,Armenia,M,36.0,-1.0,2.0,1.0,-3.0,4.0,4.0,29.9,56.4,2.0-1.04.0,-3.01.04.0
843,Armenia,M,36.0,-2.0,2.0,2.0,-3.0,4.0,4.0,30.2,55.8,2.0-2.04.0,-3.02.04.0
844,Armenia,M,36.0,-1.0,2.0,1.0,-3.0,4.0,4.0,30.3,55.6,2.0-1.04.0,-3.01.04.0
845,Armenia,M,36.0,-1.0,2.0,1.0,-3.0,3.0,4.0,30.5,54.2,2.0-1.04.0,-3.01.04.0
846,Armenia,M,36.0,-1.0,2.0,1.0,-3.0,2.0,2.0,30.2,55.7,2.0-1.02.0,-3.01.02.0
847,Armenia,F,17.0,1.0,0.0,-1.0,0.0,3.0,3.0,29.9,56.4,0.01.03.0,0.0-1.03.0
848,Armenia,F,17.0,1.0,1.0,-1.0,1.0,3.0,3.0,30.2,55.8,1.01.03.0,1.0-1.03.0
849,Armenia,F,17.0,0.0,1.0,0.0,-1.0,3.0,3.0,30.3,55.6,1.00.03.0,-1.00.03.0
850,Armenia,F,17.0,0.0,0.0,0.0,0.0,3.0,3.0,30.5,54.2,0.00.03.0,0.00.03.0
851,Armenia,F,17.0,-1.0,0.0,1.0,0.0,2.0,1.0,30.2,55.7,0.0-1.01.0,0.01.01.0
852,Armenia,M,19.0,1.0,2.0,0.0,-1.0,5.0,5.0,29.9,56.4,2.01.05.0,-1.00.05.0
853,Armenia,M,19.0,0.0,2.0,0.0,-1.0,4.0,5.0,30.2,55.8,2.00.05.0,-1.00.05.0
854,Armenia,M,19.0,0.0,1.0,0.0,-1.0,5.0,5.0,30.3,55.6,1.00.05.0,-1.00.05.0
