,Ciudad,genero,edad,P1.1,P6 bien,P2.1,P7 bien,Rango_EH_media,Rango_EV_media,TEMP,HUMEDAD,sens_vis_term_orig,pref_vis_term_orig
205,Cartagena,F,18.0,-1.0,0.0,1.0,-2.0,1.0,1.0,29.6,61.6,0.0-1.01.0,-2.01.01.0
206,Cartagena,F,18.0,0.0,0.0,2.0,-2.0,1.0,1.0,29.5,60.6,0.00.01.0,-2.02.01.0
207,Cartagena,F,18.0,0.0,0.0,1.0,-2.0,1.0,1.0,29.5,59.9,0.00.01.0,-2.01.01.0
208,Cartagena,F,18.0,-1.0,0.0,2.0,-2.0,1.0,1.0,29.5,60.8,0.0-1.01.0,-2.02.01.0
209,Cartagena,F,19.0,-1.0,0.0,1.0,-2.0,1.0,1.0,29.5,61.7,0.0-1.01.0,-2.01.01.0
210,Cartagena,F,19.0,-1.0,0.0,1.0,-2.0,1.0,1.0,29.6,61.6,0.0-1.01.0,-2.01.01.0
211,Cartagena,F,19.0,-1.0,0.0,1.0,-2.0,1.0,1.0,29.5,60.6,0.0-1.01.0,-2.01.01.0
212,Cartagena,F,19.0,0.0,0.0,1.0,-2.0,1.0,1.0,29.5,59.9,0.00.01.0,-2.01.01.0
213,Cartagena,F,19.0,0.0,0.0,1.0,-2.0,1.0,1.0,29.5,60.8,0.00.01.0,-2.01.01.0
214,Cartagena,M,20.0,-1.0,0.0,1.0,-2.0,1.0,1.0,29.5,61.7,0.0-1.01.0,-2.01.01.0
215,Cartagena,M,20.0,-1.0,2.0,2.0,-3.0,1.0,1.0,29.6,61.6,2.0-1.01.0,-3.02.01.0
216,Cartagena,M,20.0,-2.0,-1.0,2.0,-2.0,1.0,1.0,29.5,60.6,-1.0-2.01.0,-2.02.01.0
217,Cartagena,M,20.0,-1.0,0.0,2.0,-2.0,1.0,1.0,29.5,59.9,0.0-1.01.0,-2.02.01.0
218,Cartagena,M,20.0,-2.0,1.0,2.0,-2.0,1.0,1.0,29.5,60.8,1.0-2.01.0,-2.02.01.0
219,Cartagena,F,17.0,0.0,0.0,1.0,-1.0,1.0,1.0,27.1,49.5,0.00.01.0,-1.01.01.0
220,Cartagena,F,17.0,0.0,-1.0,1.0,0.0,1.0,1.0,27.8,51.3,-1.00.01.0,0.01.01.0
221,Cartagena,F,17.0,0.0,0.0,0.0,-1.0,1.0,1.0,27.8,49.3,0.00.01.0,-1.00.01.0
222,Cartagena,F,17.0,0.0,-1.0,1.0,0.0,1.0,1.0,28.3,51.1,-1.00.01.0,0.01.01.0
223,Cartagena,F,17.0,0.0,0.0,0.0,-2.0,1.0,1.0,28.3,50.9,0.00.01.0,-2.00.01.0
224,Cartagena,F,17.0,0.0,-1.0,0.0,0.0,1.0,1.0,28.6,51.8,-1.00.01.0,0.00.01.0
225,Cartagena,M,17.0,0.0,0.0,0.0,-1.0,2.0,1.0,27.1,49.5,0.00.01.0,-1.00.01.0
226,Cartagena,M,17.0,0.0,0.0,0.0,-2.0,2.0,1.0,27.8,51.3,0.00.01.0,-2.00.01.0
227,Cartagena,M,17.0,0.0,0.0,1.0,-2.0,2.0,1.0,27.8,49.3,0.00.01.0,-2.01.01.0
228,Cartagena,M,17.0,0.0,0.0,0.0,-2.0,2.0,1.0,28.3,51.1,0.00.01.0,-2.00.01.0
229,Cartagena,M,17.0,1.0,1.0,1.0,-2.0,2.0,1.0,28.3,50.9,1.01.01.0,-2.01.01.0
230,Cartagena,M,17.0,-1.0,1.0,1.0,-2.0,2.0,1.0,28.6,51.8,1.0-1.01.0,-2.01.01.0
231,Cartagena,F,17.0,-1.0,0.0,2.0,-2.0,1.0,2.0,27.1,49.5,0.0-1.02.0,-2.02.02.0
232,Cartagena,F,17.0,-1.0,0.0,2.0,-2.0,1.0,2.0,27.8,51.3,0.0-1.02.0,-2.02.02.0
233,Cartagena,F,17.0,-1.0,0.0,2.0,-2.0,1.0,2.0,28.3,51.1,0.0-1.02.0,-2.02.02.0
234,Cartagena,F,17.0,-1.0,0.0,2.0,-2.0,1.0,2.0,28.3,50.9,0.0-1.02.0,-2.02.02.0
235,Cartagena,F,17.0,-1.0,0.0,2.0,-2.0,1.0,2.0,28.6,51.8,0.0-1.02.0,-2.02.02.0
236,Cartagena,M,16.0,-1.0,0.0,1.0,3.0,1.0,1.0,27.1,49.5,0.0-1.01.0,3.01.01.0
237,Cartagena,M,16.0,0.0,0.0,1.0,-2.0,1.0,1.0,27.8,51.3,0.00.01.0,-2.01.01.0
238,Cartagena,M,16.0,0.0,-1.0,1.0,-2.0,1.0,1.0,27.8,49.3,-1.00.01.0,-2.01.01.0
239,Cartagena,M,16.0,1.0,-1.0,0.0,-2.0,1.0,1.0,28.3,51.1,-1.01.01.0,-2.00.01.0
240,Cartagena,M,16.0,1.0,0.0,0.0,-2.0,1.0,1.0,28.3,50.9,0.01.01.0,-2.00.01.0
241,Cartagena,M,16.0,1.0,0.0,0.0,-2.0,1.0,1.0,28.6,51.8,0.01.01.0,-2.00.01.0
242,Cartagena,M,18.0,-1.0,0.0,1.0,-2.0,1.0,1.0,27.1,49.5,0.0-1.01.0,-2.01.01.0
243,Cartagena,M,18.0,0.0,0.0,1.0,-1.0,1.0,1.0,27.8,51.3,0.00.01.0,-1.01.01.0
244,Cartagena,M,18.0,-1.0,0.0,1.0,-1.0,1.0,1.0,27.8,49.3,0.0-1.01.0,-1.01.01.0
245,Cartagena,M,18.0,-1.0,0.0,1.0,-2.0,1.0,1.0,28.3,51.1,0.0-1.01.0,-2.01.01.0
246,Cartagena,M,18.0,-1.0,0.0,1.0,-2.0,1.0,1.0,28.3,50.9,0.0-1.01.0,-2.01.01.0
247,Cartagena,M,18.0,-1.0,0.0,1.0,-2.0,1.0,1.0,28.6,51.8,0.0-1.01.0,-2.01.01.0
248,Cartagena,F,17.0,1.0,0.0,1.0,0.0,1.0,1.0,26.4,52.0,0.01.01.0,0.01.01.0
249,Cartagena,F,17.0,1.0,0.0,1.0,0.0,1.0,1.0,27.1,53.6,0.01.01.0,0.01.01.0
250,Cartagena,F,17.0,0.0,1.0,1.0,-1.0,1.0,1.0,26.7,52.4,1.00.01.0,-1.01.01.0
251,Cartagena,F,17.0,1.0,-1.0,1.0,0.0,1.0,1.0,27.5,54.1,-1.01.01.0,0.01.01.0
252,Cartagena,F,17.0,0.0,0.0,1.0,-1.0,1.0,2.0,27.5,53.9,0.00.02.0,-1.01.02.0
253,Cartagena,F,17.0,1.0,0.0,1.0,-1.0,1.0,2.0,27.9,53.6,0.01.02.0,-1.01.02.0
254,Cartagena,F,16.0,0.0,0.0,1.0,0.0,1.0,1.0,26.4,52.0,0.00.01.0,0.01.01.0
255,Cartagena,F,16.0,0.0,0.0,1.0,0.0,1.0,1.0,27.1,53.6,0.00.01.0,0.01.01.0
256,Cartagena,F,16.0,0.0,0.0,1.0,0.0,1.0,1.0,26.7,52.4,0.00.01.0,0.01.01.0
257,Cartagena,F,16.0,0.0,0.0,0.0,0.0,1.0,1.0,27.5,54.1,0.00.01.0,0.00.01.0
258,Cartagena,F,16.0,0.0,0.0,1.0,0.0,1.0,1.0,27.5,53.9,0.00.01.0,0.01.01.0
259,Cartagena,F,16.0,0.0,0.0,0.0,0.0,1.0,1.0,27.9,53.6,0.00.01.0,0.00.01.0
260,Cartagena,M,18.0,-1.0,-2.0,0.0,0.0,1.0,1.0,26.4,52.0,-2.0-1.01.0,0.00.01.0
261,Cartagena,F,16.0,0.0,0.0,0.0,0.0,1.0,1.0,27.1,49.5,0.00.01.0,0.00.01.0
262,Cartagena,F,16.0,0.0,2.0,0.0,-2.0,1.0,1.0,27.8,51.3,2.00.01.0,-2.00.01.0
263,Cartagena,F,16.0,1.0,3.0,0.0,-3.0,1.0,1.0,27.8,49.3,3.01.01.0,-3.00.01.0
264,Cartagena,F,16.0,1.0,3.0,1.0,-3.0,1.0,1.0,28.3,51.1,3.01.01.0,-3.01.01.0
265,Cartagena,F,16.0,0.0,0.0,0.0,-2.0,1.0,1.0,28.3,50.9,0.00.01.0,-2.00.01.0
266,Cartagena,F,16.0,0.0,0.0,0.0,-2.0,1.0,1.0,28.6,51.8,0.00.01.0,-2.00.01.0
267,Cartagena,M,16.0,0.0,0.0,0.0,-2.0,1.0,1.0,27.1,49.5,0.00.01.0,-2.00.01.0
268,Cartagena,M,16.0,0.0,1.0,0.0,-2.0,1.0,1.0,27.8,51.3,1.00.01.0,-2.00.01.0
269,Cartagena,M,16.0,1.0,0.0,0.0,-2.0,1.0,1.0,27.8,49.3,0.01.01.0,-2.00.01.0
270,Cartagena,M,16.0,1.0,1.0,0.0,-2.0,1.0,1.0,28.3,51.1,1.01.01.0,-2.00.01.0
271,Cartagena,M,16.0,-1.0,3.0,2.0,-3.0,1.0,1.0,28.3,50.9,3.0-1.01.0,-3.02.01.0
272,Cartagena,M,16.0,0.0,0.0,0.0,-2.0,1.0,1.0,28.6,51.8,0.00.01.0,-2.00.01.0
273,Cartagena,M,31.0,-1.0,0.0,2.0,-1.0,1.0,2.0,28.8,57.0,0.0-1.02.0,-1.02.02.0
274,Cartagena,M,31.0,-1.0,1.0,1.0,-2.0,1.0,2.0,28.8,56.4,1.0-1.02.0,-2.01.02.0
275,Cartagena,M,31.0,-1.0,0.0,1.0,-1.0,1.0,2.0,28.9,55.6,0.0-1.02.0,-1.01.02.0
276,Cartagena,M,31.0,-1.0,0.0,0.0,-1.0,1.0,2.0,29.1,56.4,0.0-1.02.0,-1.00.02.0
277,Cartagena,F,21.0,-1.0,0.0,1.0,0.0,1.0,1.0,28.8,57.0,0.0-1.01.0,0.01.01.0
278,Cartagena,F,21.0,-1.0,0.0,1.0,0.0,1.0,1.0,28.8,56.4,0.0-1.01.0,0.01.01.0
279,Cartagena,F,21.0,-1.0,0.0,1.0,0.0,1.0,1.0,28.9,55.6,0.0-1.01.0,0.01.01.0
280,Cartagena,F,21.0,1.0,1.0,0.0,-2.0,1.0,2.0,29.1,56.4,1.01.02.0,-2.00.02.0
281,Cartagena,M,20.0,-1.0,0.0,1.0,-1.0,1.0,1.0,28.8,57.0,0.0-1.01.0,-1.01.01.0
282,Cartagena,M,20.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,28.8,56.4,-1.0-1.01.0,-1.01.01.0
283,Cartagena,M,20.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,28.9,55.6,-1.0-1.01.0,-1.01.01.0
284,Cartagena,M,20.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,29.1,56.4,-1.0-1.02.0,-1.01.02.0
285,Cartagena,M,22.0,0.0,0.0,1.0,-2.0,1.0,1.0,28.8,57.0,0.00.01.0,-2.01.01.0
286,Cartagena,M,22.0,0.0,2.0,2.0,-3.0,1.0,1.0,28.8,56.4,2.00.01.0,-3.02.01.0
287,Cartagena,M,22.0,-1.0,0.0,1.0,-2.0,1.0,1.0,28.9,55.6,0.0-1.01.0,-2.01.01.0
288,Cartagena,M,22.0,-1.0,-1.0,1.0,-2.0,1.0,1.0,29.1,56.4,-1.0-1.01.0,-2.01.01.0
289,Cartagena,F,22.0,0.0,0.0,1.0,-1.0,1.0,1.0,28.3,58.7,0.00.01.0,-1.01.01.0
290,Cartagena,F,22.0,0.0,1.0,1.0,-1.0,1.0,1.0,28.4,58.5,1.00.01.0,-1.01.01.0
291,Cartagena,F,22.0,0.0,0.0,1.0,-1.0,1.0,1.0,28.5,57.7,0.00.01.0,-1.01.01.0
292,Cartagena,F,22.0,0.0,0.0,1.0,-1.0,1.0,1.0,28.7,58.4,0.00.01.0,-1.01.01.0
293,Cartagena,M,26.0,0.0,0.0,0.0,0.0,1.0,1.0,28.3,58.7,0.00.01.0,0.00.01.0
294,Cartagena,M,26.0,0.0,0.0,0.0,0.0,1.0,1.0,28.4,58.5,0.00.01.0,0.00.01.0
295,Cartagena,M,26.0,0.0,0.0,0.0,0.0,1.0,1.0,28.5,57.7,0.00.01.0,0.00.01.0
296,Cartagena,M,26.0,0.0,0.0,0.0,0.0,1.0,1.0,28.7,58.4,0.00.01.0,0.00.01.0
297,Cartagena,M,21.0,-1.0,1.0,2.0,-2.0,1.0,1.0,28.8,57.0,1.0-1.01.0,-2.02.01.0
298,Cartagena,M,21.0,-2.0,1.0,2.0,-2.0,1.0,1.0,28.8,56.4,1.0-2.01.0,-2.02.01.0
299,Cartagena,M,21.0,-1.0,1.0,2.0,-2.0,1.0,1.0,28.9,55.6,1.0-1.01.0,-2.02.01.0
300,Cartagena,M,21.0,-1.0,2.0,1.0,-2.0,1.0,1.0,29.1,56.4,2.0-1.01.0,-2.01.01.0
301,Cartagena,M,21.0,-1.0,0.0,1.0,-1.0,1.0,1.0,28.8,57.0,0.0-1.01.0,-1.01.01.0
302,Cartagena,M,21.0,-1.0,0.0,1.0,-2.0,1.0,1.0,28.8,56.4,0.0-1.01.0,-2.01.01.0
303,Cartagena,M,21.0,0.0,0.0,1.0,-2.0,1.0,1.0,28.9,55.6,0.00.01.0,-2.01.01.0
304,Cartagena,M,21.0,0.0,0.0,1.0,-2.0,1.0,1.0,29.1,56.4,0.00.01.0,-2.01.01.0
305,Cartagena,M,23.0,1.0,1.0,2.0,-2.0,1.0,1.0,28.8,57.0,1.01.01.0,-2.02.01.0
306,Cartagena,M,23.0,0.0,1.0,0.0,-2.0,1.0,1.0,28.8,56.4,1.00.01.0,-2.00.01.0
307,Cartagena,M,23.0,1.0,1.0,0.0,-2.0,1.0,1.0,28.9,55.6,1.01.01.0,-2.00.01.0
308,Cartagena,M,23.0,1.0,1.0,0.0,-2.0,1.0,1.0,29.1,56.4,1.01.01.0,-2.00.01.0
309,Cartagena,F,17.0,0.0,-1.0,1.0,0.0,1.0,1.0,27.2,58.9,-1.00.01.0,0.01.01.0
310,Cartagena,F,17.0,0.0,0.0,0.0,0.0,1.0,1.0,27.3,54.6,0.00.01.0,0.00.01.0
311,Cartagena,F,17.0,0.0,0.0,0.0,0.0,1.0,1.0,28.3,54.9,0.00.01.0,0.00.01.0
312,Cartagena,F,17.0,0.0,1.0,0.0,-1.0,1.0,1.0,28.5,56.6,1.00.01.0,-1.00.01.0
313,Cartagena,F,17.0,0.0,1.0,1.0,-1.0,2.0,1.0,28.8,56.9,1.00.01.0,-1.01.01.0
314,Cartagena,F,17.0,0.0,1.0,0.0,-2.0,2.0,1.0,28.9,59.6,1.00.01.0,-2.00.01.0
315,Cartagena,M,19.0,-1.0,-1.0,1.0,0.0,2.0,1.0,27.2,58.9,-1.0-1.01.0,0.01.01.0
316,Cartagena,M,19.0,-1.0,0.0,1.0,-1.0,2.0,1.0,27.3,54.6,0.0-1.01.0,-1.01.01.0
317,Cartagena,M,19.0,0.0,0.0,1.0,-2.0,2.0,1.0,28.3,54.9,0.00.01.0,-2.01.01.0
318,Cartagena,M,19.0,-1.0,0.0,1.0,-2.0,2.0,1.0,28.5,56.6,0.0-1.01.0,-2.01.01.0
319,Cartagena,M,19.0,0.0,0.0,1.0,-3.0,2.0,1.0,28.8,56.9,0.00.01.0,-3.01.01.0
320,Cartagena,M,19.0,0.0,0.0,1.0,-1.0,2.0,1.0,28.9,59.6,0.00.01.0,-1.01.01.0
321,Cartagena,M,17.0,0.0,0.0,0.0,-1.0,1.0,2.0,27.2,58.9,0.00.02.0,-1.00.02.0
322,Cartagena,M,17.0,-1.0,1.0,1.0,-1.0,1.0,2.0,27.3,54.6,1.0-1.02.0,-1.01.02.0
323,Cartagena,M,17.0,-2.0,-2.0,1.0,0.0,1.0,2.0,28.3,54.9,-2.0-2.02.0,0.01.02.0
324,Cartagena,M,17.0,0.0,0.0,1.0,-1.0,1.0,2.0,28.5,56.6,0.00.02.0,-1.01.02.0
325,Cartagena,M,17.0,0.0,2.0,1.0,-2.0,1.0,2.0,28.8,56.9,2.00.02.0,-2.01.02.0
326,Cartagena,M,17.0,-2.0,-1.0,2.0,-1.0,1.0,2.0,28.9,59.6,-1.0-2.02.0,-1.02.02.0
327,Cartagena,M,25.0,-1.0,0.0,2.0,0.0,1.0,1.0,27.2,58.9,0.0-1.01.0,0.02.01.0
328,Cartagena,M,25.0,-1.0,0.0,2.0,0.0,1.0,1.0,27.3,54.6,0.0-1.01.0,0.02.01.0
329,Cartagena,M,25.0,-1.0,0.0,2.0,0.0,1.0,1.0,28.3,54.9,0.0-1.01.0,0.02.01.0
330,Cartagena,M,25.0,-1.0,0.0,2.0,0.0,1.0,1.0,28.5,56.6,0.0-1.01.0,0.02.01.0
331,Cartagena,M,21.0,-1.0,-2.0,0.0,0.0,1.0,1.0,27.2,58.9,-2.0-1.01.0,0.00.01.0
332,Cartagena,M,21.0,-1.0,-2.0,0.0,0.0,1.0,1.0,27.3,54.6,-2.0-1.01.0,0.00.01.0
333,Cartagena,M,21.0,-1.0,-2.0,0.0,0.0,1.0,1.0,28.3,54.9,-2.0-1.01.0,0.00.01.0
334,Cartagena,M,21.0,-1.0,-2.0,1.0,0.0,1.0,1.0,28.5,56.6,-2.0-1.01.0,0.01.01.0
335,Cartagena,M,21.0,-1.0,-2.0,0.0,0.0,1.0,1.0,28.8,56.9,-2.0-1.01.0,0.00.01.0
336,Cartagena,M,21.0,-1.0,-2.0,0.0,0.0,1.0,1.0,28.9,59.6,-2.0-1.01.0,0.00.01.0
337,Cartagena,M,18.0,-1.0,0.0,2.0,0.0,1.0,1.0,27.2,58.9,0.0-1.01.0,0.02.01.0
338,Cartagena,M,18.0,-1.0,0.0,2.0,0.0,1.0,1.0,27.3,54.6,0.0-1.01.0,0.02.01.0
339,Cartagena,M,18.0,-1.0,0.0,2.0,0.0,1.0,1.0,28.3,54.9,0.0-1.01.0,0.02.01.0
340,Cartagena,M,18.0,-1.0,1.0,2.0,-2.0,1.0,1.0,28.5,56.6,1.0-1.01.0,-2.02.01.0
341,Cartagena,M,18.0,-1.0,1.0,2.0,-2.0,1.0,1.0,28.8,56.9,1.0-1.01.0,-2.02.01.0
342,Cartagena,M,18.0,0.0,1.0,0.0,-2.0,1.0,1.0,28.9,59.6,1.00.01.0,-2.00.01.0
343,Cartagena,F,18.0,0.0,1.0,1.0,-2.0,1.0,1.0,26.6,60.9,1.00.01.0,-2.01.01.0
344,Cartagena,F,18.0,0.0,1.0,1.0,-2.0,1.0,1.0,26.8,56.2,1.00.01.0,-2.01.01.0
345,Cartagena,F,18.0,0.0,1.0,1.0,-2.0,1.0,1.0,27.6,57.9,1.00.01.0,-2.01.01.0
346,Cartagena,F,18.0,0.0,1.0,1.0,-2.0,2.0,2.0,27.9,58.3,1.00.02.0,-2.01.02.0
347,Cartagena,F,18.0,1.0,1.0,1.0,-2.0,2.0,2.0,28.2,59.5,1.01.02.0,-2.01.02.0
348,Cartagena,F,18.0,1.0,-1.0,1.0,-2.0,2.0,2.0,28.5,61.6,-1.01.02.0,-2.01.02.0
349,Cartagena,F,17.0,-1.0,0.0,0.0,-1.0,1.0,1.0,26.6,60.9,0.0-1.01.0,-1.00.01.0
350,Cartagena,F,17.0,-1.0,0.0,2.0,-1.0,1.0,1.0,26.8,56.2,0.0-1.01.0,-1.02.01.0
351,Cartagena,F,17.0,-1.0,1.0,2.0,-1.0,1.0,1.0,27.6,57.9,1.0-1.01.0,-1.02.01.0
352,Cartagena,F,17.0,-1.0,1.0,2.0,-2.0,1.0,1.0,27.9,58.3,1.0-1.01.0,-2.02.01.0
353,Cartagena,F,17.0,-1.0,1.0,2.0,-2.0,1.0,1.0,28.2,59.5,1.0-1.01.0,-2.02.01.0
354,Cartagena,F,17.0,-1.0,1.0,2.0,-2.0,1.0,1.0,28.5,61.6,1.0-1.01.0,-2.02.01.0
355,Cartagena,F,18.0,0.0,0.0,1.0,0.0,1.0,1.0,26.6,60.9,0.00.01.0,0.01.01.0
356,Cartagena,F,18.0,0.0,0.0,1.0,0.0,1.0,1.0,26.8,56.2,0.00.01.0,0.01.01.0
357,Cartagena,F,18.0,0.0,0.0,0.0,0.0,1.0,1.0,27.6,57.9,0.00.01.0,0.00.01.0
358,Cartagena,F,18.0,0.0,0.0,0.0,0.0,1.0,1.0,27.9,58.3,0.00.01.0,0.00.01.0
359,Cartagena,F,18.0,0.0,0.0,0.0,0.0,1.0,1.0,28.2,59.5,0.00.01.0,0.00.01.0
360,Cartagena,F,18.0,0.0,0.0,0.0,0.0,1.0,1.0,28.5,61.6,0.00.01.0,0.00.01.0
361,Cartagena,F,18.0,1.0,1.0,2.0,-2.0,1.0,1.0,27.2,58.9,1.01.01.0,-2.02.01.0
362,Cartagena,F,18.0,1.0,0.0,2.0,-2.0,1.0,1.0,27.3,54.6,0.01.01.0,-2.02.01.0
363,Cartagena,F,18.0,1.0,1.0,2.0,-2.0,1.0,1.0,28.3,54.9,1.01.01.0,-2.02.01.0
364,Cartagena,F,18.0,1.0,1.0,1.0,-2.0,1.0,1.0,28.5,56.6,1.01.01.0,-2.01.01.0
365,Cartagena,F,18.0,1.0,1.0,2.0,-2.0,1.0,1.0,28.8,56.9,1.01.01.0,-2.02.01.0
366,Cartagena,F,18.0,1.0,1.0,2.0,-2.0,1.0,1.0,28.9,59.6,1.01.01.0,-2.02.01.0
367,Cartagena,F,18.0,2.0,0.0,0.0,1.0,1.0,1.0,27.2,58.9,0.02.01.0,1.00.01.0
368,Cartagena,F,18.0,-1.0,-1.0,0.0,1.0,1.0,1.0,27.3,54.6,-1.0-1.01.0,1.00.01.0
369,Cartagena,F,18.0,1.0,0.0,1.0,0.0,1.0,1.0,28.3,54.9,0.01.01.0,0.01.01.0
370,Cartagena,F,18.0,1.0,0.0,0.0,0.0,1.0,1.0,28.5,56.6,0.01.01.0,0.00.01.0
371,Cartagena,F,18.0,2.0,0.0,0.0,0.0,1.0,1.0,28.8,56.9,0.02.01.0,0.00.01.0
372,Cartagena,F,18.0,1.0,0.0,0.0,0.0,1.0,1.0,28.9,59.6,0.01.01.0,0.00.01.0
373,Cartagena,F,17.0,0.0,0.0,0.0,0.0,2.0,1.0,27.6,57.3,0.00.01.0,0.00.01.0
374,Cartagena,F,17.0,-1.0,0.0,0.0,0.0,2.0,1.0,28.1,58.4,0.0-1.01.0,0.00.01.0
375,Cartagena,F,17.0,1.0,-1.0,0.0,1.0,2.0,1.0,28.3,59.0,-1.01.01.0,1.00.01.0
376,Cartagena,F,17.0,0.0,0.0,0.0,0.0,2.0,1.0,28.2,58.9,0.00.01.0,0.00.01.0
377,Cartagena,F,17.0,0.0,0.0,0.0,0.0,2.0,1.0,28.3,57.8,0.00.01.0,0.00.01.0
378,Cartagena,F,17.0,0.0,0.0,0.0,0.0,2.0,1.0,28.1,56.4,0.00.01.0,0.00.01.0
379,Cartagena,F,16.0,-1.0,0.0,1.0,0.0,2.0,1.0,27.6,57.3,0.0-1.01.0,0.01.01.0
380,Cartagena,F,16.0,-1.0,0.0,1.0,0.0,2.0,1.0,28.1,58.4,0.0-1.01.0,0.01.01.0
381,Cartagena,F,16.0,0.0,0.0,1.0,0.0,2.0,1.0,28.3,59.0,0.00.01.0,0.01.01.0
382,Cartagena,F,16.0,0.0,0.0,1.0,-2.0,2.0,1.0,28.2,58.9,0.00.01.0,-2.01.01.0
383,Cartagena,F,16.0,0.0,0.0,1.0,-2.0,2.0,1.0,28.3,57.8,0.00.01.0,-2.01.01.0
384,Cartagena,F,16.0,0.0,0.0,1.0,-2.0,2.0,2.0,28.1,56.4,0.00.02.0,-2.01.02.0
385,Cartagena,M,16.0,0.0,0.0,0.0,-2.0,1.0,2.0,27.6,57.3,0.00.02.0,-2.00.02.0
386,Cartagena,M,16.0,0.0,0.0,0.0,-2.0,1.0,2.0,28.1,58.4,0.00.02.0,-2.00.02.0
387,Cartagena,M,16.0,1.0,0.0,0.0,-2.0,1.0,2.0,28.3,59.0,0.01.02.0,-2.00.02.0
388,Cartagena,M,16.0,1.0,0.0,0.0,-2.0,1.0,2.0,28.2,58.9,0.01.02.0,-2.00.02.0
389,Cartagena,M,16.0,1.0,0.0,0.0,-2.0,1.0,2.0,28.3,57.8,0.01.02.0,-2.00.02.0
390,Cartagena,M,16.0,1.0,-1.0,0.0,-2.0,1.0,2.0,28.1,56.4,-1.01.02.0,-2.00.02.0
391,Cartagena,M,34.0,-1.0,0.0,2.0,-2.0,1.0,1.0,24.9,64.3,0.0-1.01.0,-2.02.01.0
392,Cartagena,M,34.0,-1.0,-1.0,2.0,-2.0,2.0,1.0,25.4,64.6,-1.0-1.01.0,-2.02.01.0
393,Cartagena,M,34.0,-1.0,1.0,2.0,-2.0,1.0,1.0,26.1,63.7,1.0-1.01.0,-2.02.01.0
394,Cartagena,M,34.0,-1.0,1.0,2.0,-2.0,1.0,1.0,25.1,64.8,1.0-1.01.0,-2.02.01.0
395,Cartagena,M,34.0,-1.0,-1.0,2.0,-2.0,1.0,1.0,25.5,64.4,-1.0-1.01.0,-2.02.01.0
396,Cartagena,M,34.0,-1.0,-1.0,2.0,-2.0,2.0,1.0,25.8,62.0,-1.0-1.01.0,-2.02.01.0
397,Cartagena,F,17.0,0.0,0.0,2.0,-2.0,1.0,1.0,24.9,64.3,0.00.01.0,-2.02.01.0
398,Cartagena,F,17.0,0.0,0.0,2.0,-2.0,1.0,1.0,25.4,64.6,0.00.01.0,-2.02.01.0
399,Cartagena,F,17.0,0.0,1.0,2.0,-2.0,1.0,1.0,26.1,63.7,1.00.01.0,-2.02.01.0
400,Cartagena,F,17.0,0.0,1.0,2.0,-2.0,1.0,1.0,25.1,64.8,1.00.01.0,-2.02.01.0
401,Cartagena,F,17.0,0.0,1.0,1.0,-2.0,1.0,1.0,25.5,64.4,1.00.01.0,-2.01.01.0
402,Cartagena,F,17.0,0.0,0.0,0.0,-2.0,1.0,1.0,25.8,62.0,0.00.01.0,-2.00.01.0
403,Cartagena,M,20.0,0.0,0.0,2.0,-2.0,1.0,1.0,24.9,64.3,0.00.01.0,-2.02.01.0
404,Cartagena,M,20.0,0.0,0.0,0.0,-2.0,1.0,1.0,25.4,64.6,0.00.01.0,-2.00.01.0
405,Cartagena,M,20.0,0.0,0.0,0.0,-2.0,1.0,1.0,26.1,63.7,0.00.01.0,-2.00.01.0
406,Cartagena,M,20.0,0.0,0.0,0.0,-2.0,1.0,1.0,25.1,64.8,0.00.01.0,-2.00.01.0
407,Cartagena,M,20.0,0.0,0.0,0.0,-2.0,1.0,1.0,25.5,64.4,0.00.01.0,-2.00.01.0
408,Cartagena,M,20.0,0.0,0.0,0.0,-2.0,1.0,1.0,25.8,62.0,0.00.01.0,-2.00.01.0
409,Cartagena,M,18.0,0.0,1.0,0.0,-2.0,1.0,1.0,28.1,58.4,1.00.01.0,-2.00.01.0
410,Cartagena,M,18.0,0.0,1.0,0.0,-1.0,1.0,1.0,28.3,59.0,1.00.01.0,-1.00.01.0
411,Cartagena,M,18.0,0.0,-1.0,1.0,-1.0,1.0,1.0,28.2,58.9,-1.00.01.0,-1.01.01.0
412,Cartagena,M,18.0,0.0,0.0,0.0,-1.0,1.0,1.0,28.3,57.8,0.00.01.0,-1.00.01.0
413,Cartagena,M,18.0,0.0,0.0,1.0,-1.0,1.0,1.0,28.1,56.4,0.00.01.0,-1.01.01.0
414,Cartagena,F,18.0,-1.0,0.0,2.0,0.0,1.0,1.0,28.0,58.1,0.0-1.01.0,0.02.01.0
415,Cartagena,F,18.0,-1.0,0.0,1.0,0.0,1.0,1.0,28.1,58.9,0.0-1.01.0,0.01.01.0
416,Cartagena,F,18.0,-1.0,0.0,1.0,0.0,1.0,1.0,28.1,58.5,0.0-1.01.0,0.01.01.0
417,Cartagena,F,18.0,-1.0,0.0,1.0,0.0,1.0,1.0,27.8,55.4,0.0-1.01.0,0.01.01.0
418,Cartagena,F,18.0,-1.0,0.0,1.0,0.0,1.0,1.0,27.9,54.6,0.0-1.01.0,0.01.01.0
